@begin get_site_from_NASIS
nasissitename|grpname|siteiid|peiid|usiteid|upedonid|pedlabsampnum|rcasiteid|taxonname|descname|obsdate|obsdatekind|areasymbol|mlra|utmzone|utmeasting|utmnorthing|x|y|horizdatnm|x_std|y_std|geocoordsource|gpspositionalerror|peqcstatus|peqastatus|undisclosed|pedontype|pedonpurpose|labdatadescflag|osdtypelocflag|erocl|drainagecl|flodfreqcl|floddurcl|flodmonthbeg|pondfreqcl|ponddurcl|pondmonthbeg|elev|slope|aspect|earthcovkind1|earthcovkind2|plantassocnm|bedrckdepth|bedrckkind|bedrckhardness|pmkind|pmorigin|landscape|landform|hillslopeprof|geomslopeseg|shapeacross|shapedown|slopecomplex|geomposhill|geomposmntn|geompostrce|geomposflats|classdate|classtype|classifier|taxonname_recent|localphase|taxonkind|seriesstatus|taxclname|taxorder|taxsuborder|taxgrtgroup|taxsubgrp|taxpartsize|taxpartsizemod|taxceactcl|taxreaction|taxtempcl|taxmoistscl|soiltaxedition|psctopdepth|pscbotdepth|surface_total_frags_pct_nopf|surface_total_frags_pct|surface_unspecified|surface_fine_gravel|surface_gravel|surface_cobbles|surface_stones|surface_boulders|surface_flagstones|surface_channers|surface_parafine_gravel|surface_paragravel|surface_paracobbles|surface_parastones|surface_paraboulders|surface_paraflagstones|surface_parachanners|
MLRA04_Bozeman|4-MIS Pedons|1100757|1092667|2015MT6630500|2015MT6630500|||null|Jay Skovlin|2015-11-04|1|||11|697420.89|5427849.10|-114.3023|48.97198|25|-114.3022500|48.9719860||||||5|2|0|0||3|1|||1|||1272.0|22.0|121|||PSME/SYAL-CARU||||Till|Metasedimentary rock||mountain slopes on U-shaped valleys|3||3|3||4||||2015-12-08|4|Jay Skovlin|null||4||Loamy-skeletal, mixed, superactive Typic Haplocryalfs|1|75|370|2952|33||5||||11|51|98|1.5|1.5|1.5|||||||||||||||
MLRA04_Bozeman|4-MIS Pedons|1100701||2015MT6630501||||||2015-06-06|1|||12|265103.59|5414111.57|-114.2012|48.83549|25|-114.2011817|48.8354982||||||||||||||||||1272.0||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
MLRA04_Bozeman|4-MIS Pedons|1100702|1092608|2015MT6630502|2015MT6630502|||null|Jay Skovlin, Joe Capella|2015-06-19|1|||12|269662.16|5387223.79|-114.1242|48.59568|25|-114.1241494|48.5956831||||||5|2|0|0||3|1|||1|||1859.0|55.0|330|||ABLA/MEFE||||Colluvium over Residuum|Metasedimentary rock over Metasedimentary rock|mountains|mountain slopes|3||3|3||4||||2015-12-09|4|JMS|null||4||Loamy-skeletal, mixed, superactive Typic Haplocryepts|6|70|445|3624|33||5||||11|30|105||||||||||||||||||
MLRA04_Bozeman|4-MIS Pedons|1100703|1092609|2015MT6630503|2015MT6630503|||null|Jay Skovlin, Joe Capella|2015-06-19|1|||12|271991.71|5386371.16|-114.0921|48.58887|25|-114.0921334|48.5888761||||||5|2|0|0||3|1|||1|||1670.0|58.0|155|||||||Colluvium over Residuum|Metasedimentary rock over Metasedimentary rock|mountains|mountain slopes|3||2|3||3||||2015-12-09|4|JMS|null||4||Loamy-skeletal, mixed, superactive Typic Haplocryepts|6|70|445|3624|33||5||||11|27|84|0.900000005960464|0.900000005960464|0.5|||0.400000005960464||||||||||||
MLRA04_Bozeman|4-MIS Pedons|1100704|1092610|2015MT6630505|2015MT6630505|||null|Jay Skovlin, Stephanie Shoemaker|2015-08-09|1|||12|332411.78|5363081.89|-113.2642|48.39861|25|-113.2641916|48.3986056||||||5|2|0|0||4|1|||1|||1559.0|10.0|100|||||||Eolian deposits over Residuum|Shale and siltstone|mountains|swales|3||3|1||||||2015-12-09|4|JMS|null||4||Fine-loamy, mixed, superactive Pachic Argicryolls|7|74|417|3343|54||5||||11|30|80||||||||||||||||||
MLRA04_Bozeman|4-MIS Pedons|1100705|1092611|2015MT6630506|2015MT6630506|||null|Jay Skovlin, Stephanie Shoemaker|2015-07-17|1|||12|291297.73|5417307.35|-113.8463|48.87357|25|-113.8463241|48.8735672||||||5|2|0|0||3|1|||1|||1828.0|16.0|300|||||||Colluvium over Residuum|Metasedimentary rock over Metasedimentary rock||benches on cirques on U-shaped valleys|3||3|3||||||2015-12-09|4|JMS|null||4||Loamy-skeletal, mixed, superactive Typic Haplocryepts|6|70|445|3624|33||5||||11|30|68||||||||||||||||||
MLRA04_Bozeman|4-MIS Pedons|1100706|1092612|2015MT6630507|2015MT6630507|||null|Jay Skovlin, Joe Capella|2015-07-18|1|||12|294229.39|5419511.08|-113.8075|48.89434|25|-113.8075011|48.8943472||||||5|2|0|0||3|1|||1|||1495.0|8.0|100|||||||Volcanic ash over Alluvium|Metasedimentary rock||alluvial fans on U-shaped valleys|4||2|3||||||2015-12-10|4|JMS|null||4||Loamy-skeletal over sandy or sandy-skeletal, mixed, superactive Andic Haplocryepts|6|70|445|3614|35||5||||11|29|104||||||||||||||||||
MLRA04_Bozeman|4-MIS Pedons|1100707|1092613|2015MT6630508|2015MT6630508|||null|Jay Skovlin, Joe Capella|2015-07-18|1|||12|294287.43|5419237.48|-113.8066|48.89191|25|-113.8065724|48.8919082||||||5|2|0|0||3|1|||1|||1490.0|5.0|140|||||||Alluvium|Argillite||alluvial fans on U-shaped valleys|5||3|3||||||2015-12-10|4|JMS|null||4||Loamy-skeletal, mixed, superactive Typic Haplocryepts|6|70|445|3624|33||5||||11|27|102||||||||||||||||||
MLRA04_Bozeman|4-MIS Pedons|1100708|1092614|2015MT6630509|2015MT6630509|||null|Jay Skovlin, Carmel Johnston|2015-07-19|1|||12|292852.78|5419775.38|-113.8264|48.89626|25|-113.8263935|48.8962634||||||5|2|0|0||3|1|||1|||1636.0|20.0|20|||||||Volcanic ash over Till|Metasedimentary rock||cirque floors|3||3|3||4||||2015-12-10|4|JMS|null||4||Loamy-skeletal, mixed, superactive Andic Haplocryepts|6|70|445|3614|33||5||||11|29|104||||||||||||||||||
MLRA04_Bozeman|4-MIS Pedons|1100709|1092615|2015MT6630510|2015MT6630510|||null|Jay Skovlin, Carmel Johnston|2015-07-19|1|||12|292415.02|5419942.74|-113.8324|48.89762|25|-113.8324437|48.8976206||||||5|2|0|0||3|1|||1|||1909.0|65.0|20|||||||Colluvium|Metasedimentary rock||colluvial aprons on cirque walls|3||2|3||3||||2015-12-10|4|JMS|null||4||Loamy-skeletal, mixed, superactive Pachic Haplocryolls|7|74|420|3364|33||5||||11|25|100|0.600000023841858|0.600000023841858|||||0.600000023841858|||||||||||
MLRA04_Bozeman|4-MIS Pedons|1100710|1092616|2015MT6630511|2015MT6630511|||null|Jay Skovlin, Joe Capella|2015-07-20|1|||12|296781.68|5422240.51|-113.7741|48.91971|25|-113.7740792|48.9197139||||||5|2|0|0||3|1|||1|||1495.0|4.0|80|||||||Alluvium|Limestone and siltstone||alluvial fans on U-shaped valleys|5||3|3||||||2015-12-10|4|JMS|null||1||Loamy-skeletal, mixed, superactive Typic Cryofluvents|4|17|91|667|33||5||||11|29|104||||||||||||||||||
MLRA04_Bozeman|4-MIS Pedons|1100711|1092617|2015MT6630512|2015MT6630512|||null|Jay Skovlin, Carmel Johnston|2015-07-21|1|||12|302035.73|5424656.87|-113.7036|48.94313|25|-113.7036152|48.9431286||||||5|2|0|0||3|1|||1|||1415.0|7.0|312|||||||Alluvium|Metasedimentary rock||alluvial fans on valley floors on U-shaped valleys|||2|3||||||2015-12-10|4|JMS|null||4||Loamy-skeletal, mixed, superactive Pachic Argicryolls|7|74|417|3343|33||5||||11|34|72||||||||||||||||||
MLRA04_Bozeman|4-MIS Pedons|1100712|1092618|2015MT6630513|2015MT6630513|||null|Jay Skovlin, Carmel Johnston|2015-07-21|1|||12|301964.14|5424943.48|-113.7047|48.94568|25|-113.7047310|48.9456811||||||5|2|0|0||3|1|||1|||1411.0|1.0|120|||||||Outwash|Metasedimentary rock||outwash terraces on valley floors on U-shaped valleys|||3|3||||2||2015-12-10|4|JMS|null||1||Loamy-skeletal over sandy or sandy-skeletal, mixed, superactive Pachic Argicryolls|7|74|417|3343|35||5||||11|23|52||||||||||||||||||
MLRA04_Bozeman|4-MIS Pedons|1100713|1092619|2015MT6630514|2015MT6630514|||null|Jay Skovlin, Carmel Johnston|2015-07-21|1|||12|302143.14|5424984.43|-113.7023|48.94611|25|-113.7023090|48.9461063||||||5|2|0|0||3|1|||1|||1412.0|1.0|156|||||||Outwash|Metasedimentary rock||outwash terraces on valley floors on U-shaped valleys|||3|3||||2||2015-12-10|4|JMS|null||1||Loamy-skeletal, mixed, superactive Typic Argicryolls|7|74|417|3347|33||5||||11|32|70||||||||||||||||||
MLRA04_Bozeman|4-MIS Pedons|1100714|1092620|2015MT6630515|2015MT6630515|||null|Jay Skovlin, Carmel Johnston|2015-07-21|1|||12|301847.40|5425095.56|-113.7064|48.94701|25|-113.7063975|48.9470103||||||5|2|0|0||3|1|||1|||1438.0|3.0|120|||||||Outwash|Metasedimentary rock||outwash terraces on valley floors on U-shaped valleys|2||3|2||||||2015-12-10|4|JMS|null||4||Loamy-skeletal over sandy or sandy-skeletal, mixed, superactive Pachic Argicryolls|7|74|417|3343|35||5||||11|24|53||||||||||||||||||
MLRA04_Bozeman|4-MIS Pedons|1100715|1092621|2015MT6630516|2015MT6630516|||null|Jay Skovlin, Carmel Johnston|2015-07-21|1|||12|302272.49|5425566.69|-113.7008|48.95138|25|-113.7008270|48.9513797||||||5|2|0|0||3|1|||1|||1428.0|2.0|85|||||||Outwash|Metasedimentary rock||outwash fans on valley floors on U-shaped valleys|||3|3||||||2015-12-10|4|JMS|null||4||Loamy-skeletal, mixed, superactive Mollic Haplocryalfs|1|75|370|2949|33||5||||11|19|42||||||||||||||||||
MLRA04_Bozeman|4-MIS Pedons|1100716|1092622|2015MT6630517|2015MT6630517|||null|Jay Skovlin, Carmel Johnston|2015-07-21|1|||12|302227.73|5425918.52|-113.7016|48.95453|25|-113.7016084|48.9545268||||||5|2|0|0||3|1|||1|||1440.0|2.0|110|||||||Outwash|Metasedimentary rock||outwash terraces on valley floors on U-shaped valleys|||3|3||||2||2015-12-10|4|JMS|null||4||Loamy-skeletal, mixed, superactive Pachic Argicryolls|7|74|417|3343|33||5||||11|18|68||||||||||||||||||
MLRA04_Bozeman|4-MIS Pedons|1100717|1092623|2015MT6630518|2015MT6630518|||null|Jay Skovlin, Carmel Johnston|2015-07-22|1|||12|302704.03|5425373.63|-113.6948|48.94978|25|-113.6948457|48.9497827||||||5|2|0|0||3|1|||1|||1419.0|4.0|265|||||||Alluvium|Metasedimentary rock||alluvial fans on valley floors on U-shaped valleys|||3|1||||||2015-12-10|4|JMS|null||4||Loamy-skeletal, mixed, superactive Typic Argicryolls|7|74|417|3347|33||5||||11|33|83||||||||||||||||||
MLRA04_Bozeman|4-MIS Pedons|1100735|1092624|2015MT6630519|2015MT6630519|||null|Jay Skovlin, Carmel Johnston|2015-07-22|1|||12|302902.40|5426427.69|-113.6926|48.95932|25|-113.6926494|48.9593174||||||5|2|0|0||3|1|||1|||1415.0|8.0|308|||||||Alluvium|Metasedimentary rock||alluvial fans on valley floors on U-shaped valleys|||3|3||||||2015-12-10|4|JMS|null||4||Loamy-skeletal, mixed, superactive Typic Argicryolls|7|74|417|3347|33||5||||11|35|57||||||||||||||||||
MLRA04_Bozeman|4-MIS Pedons|1100736|1092625|2015MT6630520|2015MT6630520|||null|Jay Skovlin, Carmel Johnston|2015-07-22|1|||12|302688.95|5426483.06|-113.6956|48.95975|25|-113.6955889|48.9597470||||||5|2|0|0||3|3|3|5|1|||1400.0|2.0|40|||||||Alluvium|Metasedimentary rock||stream terraces on valley floors on U-shaped valleys|||3|3||||||2015-12-10|4|JMS|null||4||Fine-loamy, mixed, superactive Cumulic Haplocryolls|7|74|420|3359|54||5||||11|25|100||||||||||||||||||
MLRA04_Bozeman|4-MIS Pedons|1100737|1092626|2015MT6630521|2015MT6630521|||null|Jay Skovlin, Carmel Johnston|2015-07-22|1|||12|303697.42|5426922.19|-113.682|48.96402|25|-113.6820391|48.9640138||||||5|2|0|0|||1|||1|||1433.0|1.0|280|||||||Outwash|Limestone and siltstone||outwash terraces on valley floors on U-shaped valleys|2||3|2||||||2015-12-10|4|JMS|null||4||Loamy-skeletal, mixed, superactive Pachic Argicryolls|7|74|417|3343|33||5||||11|33|83||||||||||||||||||
MLRA04_Bozeman|4-MIS Pedons|1100738|1092627|2015MT6630522|2015MT6630522|||null|Jay Skovlin, Carmel Johnston|2015-08-11|1|||12|286499.08|5431223.98|-113.919|48.99696|25|-113.9189682|48.9969618||||||5|2|0|0||3|1|||1|||1372.0|34.0|12|||||||Volcanic ash over Till|Metasedimentary rock||mountain slopes on glacial-valley walls|||2|3||||||2015-12-10|4|JMS|null||4||Loamy-skeletal, mixed, superactive Typic Haplocryepts|6|70|445|3624|33||5||||11|33|108||||||||||||||||||
MLRA04_Bozeman|4-MIS Pedons|1100739|1092628|2015MT6630523|2015MT6630523|||null|Jay Skovlin, Carmel Johnston|2015-08-11|1|||12|287430.64|5430760.53|-113.906|48.99312|25|-113.9060068|48.9931196||||||5|2|0|0||3|1|||1|||1288.0|2.0|110|||||||Alluvium|Metasedimentary rock||alluvial fans on glacial-valley floors|||3|3||||||2015-12-10|4|JMS|null||4||Loamy-skeletal over sandy or sandy-skeletal, mixed, superactive Typic Haplocryepts|6|70|445|3624|35||5||||11|37|112||||||||||||||||||
MLRA04_Bozeman|4-MIS Pedons|1100740|1092629|2015MT6630524|2015MT6630524|||null|Jay Skovlin, Carmel Johnston|2015-08-11|1|||12|287518.59|5429976.57|-113.9044|48.98611|25|-113.9043963|48.9861066||||||5|2|0|0||3|1|||1|||1299.0|30.0|240|||||||Volcanic ash over Till|Metasedimentary rock||lateral moraines on glacial-valley floors|||3|2||||||2015-12-10|4|JMS|null||4||Loamy-skeletal, mixed, superactive Andic Haplocryepts|6|70|445|3614|33||5||||11|35|110||||||||||||||||||
MLRA04_Bozeman|4-MIS Pedons|1100741|1092630|2015MT6630525|2015MT6630525|||null|Jay Skovlin, Carmel Johnston|2015-08-11|1|||12|287592.82|5428273.28|-113.9025|48.97083|25|-113.9024936|48.9708297||||||5|2|0|0||3|1|||1|||1294.0|15.0|110|||||||Alluvium over Colluvium|Metasedimentary rock over Metasedimentary rock||glacial-valley walls on U-shaped valleys|4||3|3||||||2015-12-10|4|JMS|null||4||Loamy-skeletal, mixed, superactive Typic Haplocryepts|6|70|445|3624|33||5||||11|31|106||||||||||||||||||
MLRA04_Bozeman|4-MIS Pedons|1100742|1092631|2015MT6630526|2015MT6630526|||null|Jay Skovlin, Joe Capella|2015-08-12|1|||12|287941.88|5424763.07|-113.8959|48.93941|25|-113.8959026|48.9394132||||||5|2|0|0||7|3|3|5|2|2|5|1333.0|1.0|0|||||||Organic material over Volcanic ash over Organic material|||fens on glacial-valley floors|||3|3||||||2016-06-06|4|B. Rowley|null||1||Euic Fluvaquentic Cryosaprists|5|23|127|918||||6||5|12|0|130||||||||||||||||||
MLRA04_Bozeman|4-MIS Pedons|1100743|1092632|2015MT6630527|2015MT6630527|||null|Jay Skovlin, Joe Capella|2015-08-12|1|||12|288133.81|5424663.81|-113.8932|48.93859|25|-113.8932334|48.9385872||||||5|2|0|0||3|1|||1|||1373.0|15.0|260|||||||Volcanic ash over Residuum|Argillite||ridges on glacial-valley floors|2||3|2||||||2015-12-10|4|JMS|null||4||Loamy-skeletal, mixed, superactive Andic Dystrocryepts|6|70|401|3164|33||5||||11|28|71|1.69999998807907|1.69999998807907|||||1.69999998807907|||||||||||
MLRA04_Bozeman|4-MIS Pedons|1100744|1092633|2015MT6630528|2015MT6630528|||null|Jay Skovlin, Joe Capella|2015-08-12|1|||12|287807.99|5426536.87|-113.8987|48.9553|25|-113.8986523|48.9553034||||||5|2|0|0||3|5|1||1|||1273.0|3.0|335|||||||Alluvium|Metasedimentary rock||stream terraces on glacial-valley floors|||3|3||||2||2015-12-10|4|JMS|null||4||Coarse-loamy over sandy or sandy-skeletal, mixed, superactive Typic Cryofluvents|4|17|91|667|48||5||||11|28|103||||||||||||||||||
MLRA04_Bozeman|4-MIS Pedons|1100745|1092634|2015MT6630529|2015MT6630529|||null|Jay Skovlin, Joe Capella|2015-08-13|1|||12|287813.92|5425918.52|-113.8982|48.94975|25|-113.8982493|48.9497501||||||5|2|0|0||3|1|||1|||1311.0|40.0|240|||||||Till over Residuum|Metasedimentary rock over Quartzite||dip slopes on glacial-valley floors|3||3|1||||||2015-12-10|4|JMS|null||4||Loamy-skeletal over sandy or sandy-skeletal, mixed, superactive Typic Haplocryepts|6|70|445|3624|35||5||||11|29|74|0.400000005960464|0.400000005960464|||||0.400000005960464|||||||||||
MLRA04_Bozeman|4-MIS Pedons|1100746||2015MT6630530||||||2015-08-13|1|||12|288068.24|5425724.26|-113.8947|48.94809|25|-113.8946791|48.9480920||||||||||||||||||1316.0||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
MLRA04_Bozeman|4-MIS Pedons|1100747|1092636|2015MT6630531|2015MT6630531|||null|Jay Skovlin, Joe Capella|2015-08-13|1|||12|288297.53|5425268.39|-113.8913|48.94408|25|-113.8913147|48.9440749||||||5|2|0|0||3|1|||1|||1334.0|3.0|205|||||||Volcanic ash over Till|Metasedimentary rock||glacial-valley floors|4||3|3||4||||2015-12-10|4|JMS|null||4||Loamy-skeletal, mixed, superactive Andic Dystrocryepts|6|70|401|3164|33||5||||11|29|104||||||||||||||||||
MLRA04_Bozeman|4-MIS Pedons|1100748|1092637|2015MT6630532|2015MT6630532|||null|Jay Skovlin, Carmel Johnston|2015-08-14|1|||12|287475.50|5422564.94|-113.9011|48.9195|25|-113.9011177|48.9195048||||||5|2|0|0||7|4|4|5|4|3|5|1341.0|1.0|0|||||||Organic material over Volcanic ash over Organic material|||fens on glacial-valley floors|||3|3||||||2016-06-06|4|B. Rowley|null||1||Euic Fluvaquentic Cryosaprists|5|23|127|918||||6||5|12|0|130||||||||||||||||||
MLRA04_Bozeman|4-MIS Pedons|1100749|1092638|2015MT6630533|2015MT6630533|||null|Jay Skovlin, Carmel Johnston|2015-08-14|1|||12|287470.06|5422572.36|-113.9012|48.91957|25|-113.9011956|48.9195696||||||5|2|0|0||7|6|5|5|4|4||1344.0|1.0|0|||||||Organic material|||fens on glacial-valley floors|||3|3||||||2016-06-06|4|B. Rowley|null||1||Euic Typic Cryosaprists|5|23|127|917||||6||5|12|0|130||||||||||||||||||
MLRA04_Bozeman|4-MIS Pedons|1100750|1092639|2015MT6630534|2015MT6630534|||null|Jay Skovlin, Carmel Johnston|2015-08-14|1|||12|287699.17|5423003.63|-113.8983|48.92352|25|-113.8982967|48.9235228||||||5|2|0|0||3|1|||1|||1358.0|5.0|280|||||||Volcanic ash over Outwash over Till|Metasedimentary rock over Metasedimentary rock||glacial-valley floors|||3|3||||||2015-12-10|4|JMS|null||4||Sandy-skeletal, mixed, superactive Andic Haplocryepts|6|70|445|3614|30||5||||11|29|104||||||||||||||||||
MLRA04_Bozeman|4-MIS Pedons|1100751|1092640|2015MT6630535|2015MT6630535|||null|Jay Skovlin, Beth Rowley, Carmel Johnston, Joe Capella|2015-08-15|1|||12|286934.66|5421391.45|-113.9079|48.90878|25|-113.9078782|48.9087762||||||5|2|0|0||7|1|||1|||1358.0|16.0|245|||||||Volcanic ash over Till|Metasedimentary rock||benches on glacial-valley floors|||2|3||||||2015-12-10|4|JMS|null||4||Loamy-skeletal, mixed, superactive Andic Haplocryalfs|1|75|370|2937|33||5||||11|48|75||||||||||||||||||
MLRA04_Bozeman|4-MIS Pedons|1100718|1092641|2015MT6630536|2015MT6630536|||null|Jay Skovlin, Carmel Johnston|2015-08-15|1|||12|287150.66|5421809.32|-113.9052|48.91261|25|-113.9051520|48.9126046||||||5|2|0|0||3|1|||1|||1357.0|35.0|135|||||||Volcanic ash over Till|Metasedimentary rock||glacial-valley walls|3||2|2||4||||2015-12-11|4|JMS|null||4||Loamy-skeletal, mixed, superactive Andic Dystrocryepts|6|70|401|3164|33||5||||11|48|98||||||||||||||||||
MLRA04_Bozeman|4-MIS Pedons|1100719||2015MT6630537||||||2015-08-15|1|||12|287069.32|5421485.33|-113.9061|48.90967|25|-113.9060918|48.9096658||||||||||||||||||1370.0||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
MLRA04_Bozeman|4-MIS Pedons|1100720|1092643|2015MT6630538|2015MT6630538|||null|Jay Skovlin, Carmel Johnston|2015-08-15|1|||12|286960.39|5419700.99|-113.9066|48.8936|25|-113.9066459|48.8935976||||||5|2|0|0||3|6|3|5|4|2|5|1361.0|7.0|245|||||||Overbank deposits over Volcanic ash over Alluvium|Metasedimentary rock||glacial-valley floors|4||1|3||||||2015-12-11|4|JMS|null||4||Loamy-skeletal, mixed, superactive Andic Haplocryolls|7|74|420|3356|33||5||||11|39|114||||||||||||||||||
MLRA04_Bozeman|4-MIS Pedons|1100721|1092644|2015MT6630539|2015MT6630539|||null|Jay Skovlin, Joe Capella|2015-08-17|1|||12|286666.84|5417089.81|-113.9093|48.87003|25|-113.9092835|48.8700373||||||5|2|0|0||3|1|||1|||1445.0|12.0|280|||||||Colluvium over Till|Limestone and siltstone over Metasedimentary rock||avalanche chutes|4||1|3||||||2015-12-11|4|JMS|null||4||Sandy-skeletal, mixed, superactive Typic Haplocryolls|7|74|420|3369|30||5||||11|30|105||||||||||||||||||
MLRA04_Bozeman|4-MIS Pedons|1100722|1092645|2015MT6630540|2015MT6630540|||null|Jay Skovlin, Carmel Johnston|2015-08-18|1|||12|286501.08|5418262.21|-113.9122|48.88051|25|-113.9121528|48.8805133||||||5|2|0|0||3|1|||1|||1423.0|20.0|160|||||||Volcanic ash over Till|Metasedimentary rock||recessionial moraines on glacial-valley floors|2||2|3||4||||2015-12-11|4|JMS|null||4||Ashy-skeletal over loamy-skeletal, mixed, superactive Andic Haplocryepts|6|70|445|3614|98||5||||11|30|105|0.25|0.25||||||0.25||||||||||
MLRA04_Bozeman|4-MIS Pedons|1100723|1092646|2015MT6630541|2015MT6630541|||null|Jay Skovlin, Carmel Johnston|2015-08-18|1|||12|286946.52|5416027.58|-113.9049|48.86059|25|-113.9049217|48.8605901||||||5|2|0|0||3|1|||1|||1592.0|43.0|255|||||||Volcanic ash over Till|Metasedimentary rock||glacial-valley walls|3||2|2||4||||2015-12-11|4|JMS|null||4||Loamy-skeletal, mixed, superactive Andic Dystrocryepts|6|70|401|3164|33||5||||11|32|107||||||||||||||||||
MLRA04_Bozeman|4-MIS Pedons|1100724|1092647|2015MT6630542|2015MT6630542|||null|Jay Skovlin, Carmel Johnston|2015-08-18|1|||12|286631.72|5417059.01|-113.9097|48.86975|25|-113.9097457|48.8697485||||||5|2|0|0||3|1|||1|||1464.0|35.0|295|||||||Volcanic ash over Till over Outwash|Metasedimentary rock over Metasedimentary rock||moraines on glacial-valley walls|2||2|2||4||||2015-12-11|4|JMS|null||4||Ashy-skeletal over loamy-skeletal, isotic, superactive Typic Haplocryands|2|7|51|340|98||5||||11|31|106||||||||||||||||||
MLRA04_Bozeman|4-MIS Pedons|1100725|1092648|2015MT6630543|2015MT6630543|||null|Jay Skovlin, Joe Capella|2015-08-19|1|||12|284943.09|5421652.99|-113.9352|48.91044|25|-113.9351593|48.9104376||||||5|2|0|0||3|1|||1|||1666.0|48.0|167|||||||Colluvium over Residuum|Argillite over Argillite||glacial-valley walls|3||2|3||||||2015-12-11|4|JMS|null||4||Loamy-skeletal, mixed, superactive Lithic Haplocryolls|7|74|420|3354|33||5||||11|1|36|1|1|||||1|||||||||||
MLRA04_Bozeman|4-MIS Pedons|1100726|1092649|2015MT6630544|2015MT6630544|||null|Jay Skovlin, Joe Capella|2015-08-19|1|||12|285061.33|5421582.17|-113.9335|48.90984|25|-113.9335105|48.9098424||||||5|2|0|0||3|1|||1|||1570.0|36.0|182|||||||Volcanic ash over Colluvium over Colluvium|Metasedimentary rock over Metasedimentary rock||glacial-valley walls|3||1|3||4||||2015-12-11|4|JMS|null||4||Ashy-skeletal over loamy-skeletal, mixed, superactive Andic Haplocryepts|6|70|445|3614|98||5||||11|34|109|0.800000011920929|0.800000011920929|||||0.800000011920929|||||||||||
MLRA04_Bozeman|4-MIS Pedons|1100727|1092650|2015MT6630545|2015MT6630545|||null|Jay Skovlin, Joe Capella|2015-08-19|1|||12|286095.18|5421327.56|-113.9193|48.90792|25|-113.9192863|48.9079129||||||5|2|0|0||3|1|||1|||1352.0|1.0|78|||||||Volcanic ash over Till|Metasedimentary rock||benches on glacial-valley walls|||3|3||||2||2015-12-11|4|JMS|null||4||Ashy, isotic, superactive Spodic Haplocryands|2|7|51|3508|5||5||||11|30|105||||||||||||||||||
MLRA04_Bozeman|4-MIS Pedons|1100728||2015MT6630546||||||2015-08-20|1|||12|287150.89|5422273.21|-113.9054|48.91677|25|-113.9053907|48.9167724||||||||||||||||||1348.0||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
MLRA04_Bozeman|4-MIS Pedons|1100729||2015MT6630547||||||2015-08-20|1|||12|287404.21|5422519.99|-113.9021|48.91908|25|-113.9020661|48.9190764||||||||||||||||||1349.0||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
MLRA04_Bozeman|4-MIS Pedons|1100730||2015MT6630548||||||2015-08-20|1|||12|287404.21|5422519.99|-113.9021|48.91908|25|-113.9020661|48.9190764||||||||||||||||||0.0||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
MLRA04_Bozeman|4-MIS Pedons|1100731||2015MT6630549||||||2015-08-20|1|||12|288301.40|5424278.99|-113.8907|48.93519|25|-113.8907481|48.9351872||||||||||||||||||1351.0||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
MLRA04_Bozeman|4-MIS Pedons|1100732||2015MT6630550||||||2015-08-20|1|||12|288321.83|5424824.05|-113.8907|48.94009|25|-113.8907526|48.9400911||||||||||||||||||1347.0||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
MLRA04_Bozeman|4-MIS Pedons|1100733|1092660|2015MT6630551|2015MT6630551|||null|Jay Skovlin, USGS crew|2015-09-01|1|||12|301883.44|5409876.01|-113.6985|48.81026|25|-113.6985337|48.8102621||||||5|2|0|0||3|1|||1|||1653.0|17.0|175|||||||Colluvium|Metasedimentary rock||mountain slopes on glacial-valley walls|4||3|3||||||2015-12-11|4|JMS|null||4||Loamy-skeletal, mixed, superactive Typic Haplocryolls|7|74|420|3369|33||5||||11|25|100||||||||||||||||||
MLRA04_Bozeman|4-MIS Pedons|1100734|1092661|2015MT6630552|2015MT6630552|||null|Jay Skovlin, Stephanie Shoemaker|2015-09-02|1|||12|305876.62|5421958.81|-113.6499|48.9201|25|-113.6499348|48.9201007||||||5|2|0|0||3|1|||1|||2186.0|18.0|350|||||||Loess over Residuum|Limestone||ridges|2||2|3||||||2015-12-11|4|JMS|null||4||Loamy-skeletal, mixed, superactive Typic Argicryolls|7|74|417|3347|33||5||||11|25|70|2.01999999955297|2.01999999955297||||1|1.01999999955297|||||||||||
MLRA04_Bozeman|4-MIS Pedons|1100752|1092662|2015MT6630553|2015MT6630553|||null|Jay Skovlin|2015-09-02|1|||12|305850.21|5422315.59|-113.6505|48.9233|25|-113.6504647|48.9232985||||||5|2|0|0||3|1|||1|||2121.0|15.0|333|||||||Residuum|Limestone||ridges|2||2|3||||||2015-12-11|4|JMS|null||4||Loamy-skeletal, mixed, superactive Typic Argicryolls|7|74|417|3347|33||5||||11|25|72|3.5|3.5||||1.5|2|||||||||||
